id,user_id,username,action,details,ip_address,created_at
"22","2","finance","ledger.second_teller_signed","transaction=36 Second teller Finance Manager signed off on dual count ($100.00 cash verified). {""second_teller_id"":2,""second_teller_name"":""Finance Manager"",""verify_cash_total"":100}","::1","2026-07-10 16:59:58"
"23","2","finance","workflow.signed","instance=1 Second teller signed off on dual count. {""second_teller_id"":2,""transaction_detail_id"":36}","::1","2026-07-10 16:59:58"
"24","1","admin","ledger.validated","transaction=36 Transaction validated by Admin User. {""validated_by_user_id"":1,""validated_by_name"":""Admin User""}","::1","2026-07-10 17:00:41"
"25","1","admin","ledger.deposit_finalized","transaction=36 Contribution deposit of $100.00 finalized by Admin User. {""workflow_instance_id"":1,""amount"":100,""finalized_by"":""Admin User""}","::1","2026-07-10 17:00:41"
"26","1","admin","workflow.deposit_created","instance=1 Ledger deposit #36 finalized from contribution workflow. {""transaction_id"":36,""amount"":100}","::1","2026-07-10 17:00:41"
"27","1","admin","ledger.document_uploaded","transaction=35 Attachment ""image-3.jpg"" added. {""doc_id"":12,""original_filename"":""image-3.jpg""}","::1","2026-07-10 17:40:45"
"28","1","admin","ledger.updated","transaction=35 Transaction saved with no field changes (re-saved). {""debits"":24,""credits"":24,""changes"":[]}","::1","2026-07-10 17:40:47"
"29","1","admin","ledger.document_uploaded","transaction=35 Attachment ""17837764175673659541700467166883.jpg"" added. {""doc_id"":13,""original_filename"":""17837764175673659541700467166883.jpg""}","192.168.254.5","2026-07-11 09:27:02"
"30","1","admin","user_create","smoke test","","2026-07-13 08:33:42"
"31","1","admin","user_create","Created user id=6 username=apitest1882 role=Board Member","127.0.0.1","2026-07-13 08:34:13"
"32","1","admin","user_create","Created user id=9 username=apiu2682 roles=[Board Member, Teller] must_change=1 custom_perms=1","127.0.0.1","2026-07-13 09:34:28"
"33","1","admin","role_create","Created role id=11 name=Temp Auditor perms=3","127.0.0.1","2026-07-13 09:34:36"
"34","1","admin","role_update","Updated role id=11 name=Temp Auditor perms=2","127.0.0.1","2026-07-13 09:34:36"
"35","1","admin","user_archive","Archived user id=3 username=member","127.0.0.1","2026-07-13 09:34:36"
"36","1","admin","user_activate","Restored user id=3 username=member","127.0.0.1","2026-07-13 09:34:36"
"37","1","admin","role_delete","Deleted role id=11 name=Temp Auditor","127.0.0.1","2026-07-13 09:34:36"
"38","1","admin","user_archive","Archived user id=2 username=finance","::1","2026-07-15 06:08:58"
"39","1","admin","user_archive","Archived user id=3 username=member","::1","2026-07-15 06:09:02"
"40","1","admin","user_create","Created user id=10 username=jakadair roles=[Financial Secretary] must_change=1 custom_perms=0","::1","2026-07-15 06:09:56"
"41","1","admin","user_create","Created user id=11 username=heathet roles=[Board Member] must_change=1 custom_perms=0","::1","2026-07-15 06:10:53"
"42","1","admin","user_create","Created user id=12 username=blueelephant roles=[Board Member] must_change=1 custom_perms=0","::1","2026-07-15 06:11:45"
"43","1","admin","user_update","Updated user id=11 username=heathet roles=[2] must_change=1 custom_perms=0","::1","2026-07-15 06:12:59"
"44","10","jakadair","force_password_change","User completed required password change","::1","2026-07-15 06:27:33"
"45","","system","user_auto_archive","Auto-archived user id=13 username=stale666: must_change_password not completed within 24h of creation","","2026-07-15 06:40:13"
"46","1","admin","profile_password_change_failed","Incorrect current password","","2026-07-15 06:40:13"
"47","15","fcpw279","force_password_change","User completed required password change","","2026-07-15 06:40:13"
"48","1","admin","user_create","Created user id=16 username=testuser1 roles=[Teller] must_change=1 custom_perms=0","::1","2026-07-15 07:11:52"
"49","1","admin","user_create","Created user id=17 username=testuser2 roles=[Teller] must_change=1 custom_perms=0","::1","2026-07-15 07:12:25"
"50","1","admin","user_create","Created user id=18 username=testuser3 roles=[Second Teller] must_change=1 custom_perms=0","::1","2026-07-15 07:14:25"
"51","1","admin","user_create","Created user id=20 username=testuser4 roles=[Teller] must_change=1 custom_perms=0","::1","2026-07-15 07:14:53"
"52","20","testuser4","force_password_change","User completed required password change","::1","2026-07-15 07:16:12"
"53","","system","user_auto_archive","Auto-archived user id=11 username=heathet: must_change_password not completed within 24h of creation","::1","2026-07-16 07:02:35"
"54","","system","user_auto_archive","Auto-archived user id=12 username=blueelephant: must_change_password not completed within 24h of creation","::1","2026-07-16 07:02:35"
"55","","system","user_auto_archive","Auto-archived user id=16 username=testuser1: must_change_password not completed within 24h of creation","::1","2026-07-16 08:07:39"
"56","","system","user_auto_archive","Auto-archived user id=17 username=testuser2: must_change_password not completed within 24h of creation","::1","2026-07-16 08:07:39"
"57","","system","user_auto_archive","Auto-archived user id=18 username=testuser3: must_change_password not completed within 24h of creation","::1","2026-07-16 08:07:39"
"58","1","admin","workflow.definition.import","example_minimal v1 checksum=e8d4bf7139a5b4415ca5c47e6aaf95e349a954f0dafcdbe942b084ddccee1471","","2026-07-17 07:33:05"
"59","1","admin","workflow.created","instance=1 Workflow started: Test instance","","2026-07-17 07:33:05"
"60","1","admin","workflow.step_started","instance=1 Step started: enter_basics","","2026-07-17 07:33:05"
"61","1","admin","workflow.input","instance=1 Input applied on step enter_basics","","2026-07-17 07:33:05"
"62","1","admin","workflow.validation","instance=1 Validation passed for step enter_basics","","2026-07-17 07:33:05"
"63","1","admin","workflow.step_completed","instance=1 Step completed: enter_basics","","2026-07-17 07:33:05"
"64","1","admin","workflow.action","instance=1 Action: log_event","","2026-07-17 07:33:05"
"65","1","admin","workflow.routing","instance=1 Routed enter_basics → enter_details","","2026-07-17 07:33:05"
"66","1","admin","workflow.step_started","instance=1 Step started: enter_details","","2026-07-17 07:33:05"
"67","1","admin","workflow.validation","instance=1 Validation passed for step enter_details","","2026-07-17 07:33:05"
"68","1","admin","workflow.step_completed","instance=1 Step completed: enter_details","","2026-07-17 07:33:05"
"69","1","admin","workflow.action","instance=1 Action: validate_totals","","2026-07-17 07:33:05"
"70","1","admin","workflow.routing","instance=1 Routed enter_details → review_and_finish","","2026-07-17 07:33:05"
"71","1","admin","workflow.step_started","instance=1 Step started: review_and_finish","","2026-07-17 07:33:05"
"72","1","admin","workflow.validation","instance=1 Validation passed for step review_and_finish","","2026-07-17 07:33:05"
"73","1","admin","workflow.step_completed","instance=1 Step completed: review_and_finish","","2026-07-17 07:33:05"
"74","1","admin","workflow.action","instance=1 Action: require_signature","","2026-07-17 07:33:05"
"75","1","admin","workflow.action","instance=1 Action: set_status","","2026-07-17 07:33:05"
"76","1","admin","workflow.action","instance=1 Action: log_event","","2026-07-17 07:33:05"
"77","1","admin","workflow.completed","instance=1 Workflow completed","","2026-07-17 07:33:05"
"78","1","admin","user_update","Updated user id=10 username=jakadair roles=[8,9,2,7,6] must_change=0 custom_perms=0","::1","2026-07-18 22:43:01"
"79","1","admin","system_config_update","Updated: developer_mode=true","::1","2026-07-19 08:22:16"
"80","1","admin","system_config_update","Updated: developer_mode=false","::1","2026-07-19 08:22:39"
"81","1","admin","user_activate","Restored user id=12 username=blueelephant","::1","2026-07-19 08:22:57"
"82","","system","user_auto_archive","Auto-archived user id=12 username=blueelephant: must_change_password not completed within 24h of creation","::1","2026-07-19 08:23:04"
"83","1","admin","user_activate","Restored user id=11 username=heathet","::1","2026-07-19 08:23:04"
"84","","system","user_auto_archive","Auto-archived user id=11 username=heathet: must_change_password not completed within 24h of creation","::1","2026-07-19 08:23:13"
"85","1","admin","user_activate","Restored user id=12 username=blueelephant","::1","2026-07-19 08:23:13"
"86","","system","user_auto_archive","Auto-archived user id=12 username=blueelephant: must_change_password not completed within 24h of creation","::1","2026-07-19 08:23:17"
"87","1","admin","user_activate","Restored user id=11 username=heathet","::1","2026-07-19 08:23:25"
"88","","system","user_auto_archive","Auto-archived user id=11 username=heathet: must_change_password not completed within 24h of creation","::1","2026-07-19 08:23:28"
"89","","system","user_auto_archive","Auto-archived user id=11 username=heathet: must_change_password not completed within 24h of creation","","2026-07-19 08:25:46"
"90","1","admin","user_activate","Restored user id=12 username=blueelephant (force-password grace restarted)","::1","2026-07-19 08:30:16"
"91","1","admin","user_activate","Restored user id=11 username=heathet (force-password grace restarted)","::1","2026-07-19 08:30:19"
"92","1","admin","user_archive","Archived user id=12 username=blueelephant","::1","2026-07-19 08:37:42"
"93","1","admin","user_activate","Restored user id=12 username=blueelephant (force-password grace restarted)","::1","2026-07-19 08:37:56"
"94","1","admin","ledger.created","transaction=37 Transaction created for ""543"" totaling $200.00 (2 lines). {""debits"":200,""credits"":200,""changes"":[""Transaction created for \""543\"" totaling $200.00 (2 lines)."",""Fund \""General Operating Fund\"" $400.00.""]}","::1","2026-07-20 07:06:58"
"95","","system","user_auto_archive","Auto-archived user id=11 username=heathet: must_change_password not completed within 24h of force-password set","::1","2026-07-21 05:52:53"
"96","","system","user_auto_archive","Auto-archived user id=12 username=blueelephant: must_change_password not completed within 24h of force-password set","::1","2026-07-21 05:52:53"
"97","1","admin","ledger.updated","transaction=37 Budget changed from ""—"" to ""2026 - test2"". {""debits"":200,""credits"":200,""changes"":[""Budget changed from \""—\"" to \""2026 - test2\"".""]}","::1","2026-07-21 06:58:23"
"98","1","admin","ledger.updated","transaction=36 Transaction updated (2 changes). {""debits"":100,""credits"":100,""changes"":[""Reference # changed from \""WF-CONTRIB-1\"" to \""263433\""."",""Budget changed from \""—\"" to \""2026 - d\"".""]}","::1","2026-07-21 06:58:51"
"99","1","admin","ledger.updated","transaction=28 Budget changed from ""—"" to ""2026 - d"". {""budget_only"":true,""status"":""cleared"",""changes"":[""Budget changed from \""—\"" to \""2026 - d\"".""]}","::1","2026-07-21 07:08:48"
"100","1","admin","system_config_update","Updated: login_timeout_seconds=30","::1","2026-07-22 06:11:22"
"101","1","admin","system_config_update","Updated: login_timeout_seconds=300","::1","2026-07-22 06:12:19"
"102","1","admin","system_config_update","Updated: developer_mode=true","::1","2026-07-22 06:29:01"
"103","1","admin","system_config_update","Updated: developer_mode=false","::1","2026-07-22 06:29:07"
"104","1","admin","system_config_update","Updated: developer_mode=true","::1","2026-07-22 06:32:20"
"105","1","admin","system_config_update","Updated: login_timeout_seconds=30","::1","2026-07-22 07:02:39"
"106","1","admin","system_config_update","Updated: login_timeout_seconds=600","::1","2026-07-22 07:04:03"
"107","1","admin","system_config_update","Updated: login_timeout_disabled=true","::1","2026-07-22 07:04:08"
"108","1","admin","ledger.updated","transaction=35 Transaction updated (3 changes). {""debits"":24,""credits"":24,""changes"":[""Reference # changed from \""23221\"" to \""263434\""."",""Added Fund \""General Operating Fund\"" (Utilities:Electric) credit $24.00."",""Removed Fund \""General Operating Fund\"" (Accounts Payable) credit $24.00.""]}","::1","2026-07-23 06:15:05"
"109","1","admin","ledger.created","transaction=40 Transaction created for ""DEPOSIT"" totaling $1,850.00 (3 lines). {""debits"":1850,""credits"":1850,""changes"":[""Transaction created for \""DEPOSIT\"" totaling $1,850.00 (3 lines)."",""Fund \""General Operating Fund\"" $1,750.00."",""Fund \""Benevolence Fund\"" $100.00.""]}","::1","2026-07-23 06:19:43"
"110","1","admin","ledger.created","transaction=41 Transaction created for ""Depoist"" totaling $200.00 (2 lines). {""debits"":200,""credits"":200,""changes"":[""Transaction created for \""Depoist\"" totaling $200.00 (2 lines).""]}","::1","2026-07-26 22:37:57"
"111","1","admin","ledger.updated","transaction=37 Transaction updated (3 changes). {""debits"":200,""credits"":200,""changes"":[""Memo \/ description updated."",""Added Fund \""General Operating Fund\"" (Utilities:Electric) debit $200.00."",""Removed Fund \""General Operating Fund\"" (Accrued Expenses) debit $200.00.""]}","::1","2026-07-26 22:38:27"
"112","1","admin","ledger.updated","transaction=41 Memo / description updated. {""debits"":200,""credits"":200,""changes"":[""Memo \/ description updated.""]}","::1","2026-07-26 22:38:42"
"113","1","admin","ledger.updated","transaction=41 Memo / description updated. {""debits"":200,""credits"":200,""changes"":[""Memo \/ description updated.""]}","::1","2026-07-26 22:42:23"
"114","1","admin","ledger.updated","transaction=34 Transaction updated (4 changes). {""debits"":58.75,""credits"":58.75,""changes"":[""Reference # changed from \""—\"" to \""263436\""."",""Budget changed from \""—\"" to \""2026 - d\""."",""Added Fund \""General Operating Fund\"" (General Contributions) credit $58.75."",""Removed Fund \""General Operating Fund\"" (Retained Earnings) credit $58.75.""]}","::1","2026-07-26 22:57:35"
"115","1","admin","clear_all_financial","Tables: transaction_documents, transaction_events, transaction_lines, transaction_details, budget_lines, budgets, tasks, accounts, funds, functional_categories, natural_categories","::1","2026-07-26 23:16:19"
"116","1","admin","clear_all_financial_repopulate_categories","{""natural_categories"":13,""functional_categories"":10}","::1","2026-07-26 23:16:19"
"117","1","admin","clear_all_financial_completed","{""transaction_documents"":""truncated"",""transaction_events"":""truncated"",""transaction_lines"":""truncated"",""transaction_details"":""truncated"",""budget_lines"":""truncated"",""budgets"":""truncated"",""tasks"":""truncated"",""accounts"":""truncated"",""funds"":""truncated"",""functional_categories"":""truncated"",""natural_categories"":""truncated"",""repopulated"":{""natural_categories"":13,""functional_categories"":10}}","::1","2026-07-26 23:16:19"
"118","1","admin","reset_users","Starting user reset to default admin account.","::1","2026-07-26 23:16:40"
"119","1","admin","reset_users_repopulate_categories","{""natural_categories"":13,""functional_categories"":10}","::1","2026-07-26 23:16:40"
